id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN211,need a kosher recipe that avoids dairy but uses pantry staples,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: dairy"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN212,could you suggest a good kosher meal without dairy using ingredients from my pantry?,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: dairy"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN213,"im looking for a mid-level kosher recipe that i can whip up flexibly, without using dairy","{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: dairy"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN214,can u help me find a kosher dish that doesn't have dairy and uses what i have at home? 🤔,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: dairy"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN215,KOSHER RECIPE WITHOUT DAIRY plz! something intermediate using pantry stuff,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: dairy"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN216,need a fast nut free recipe with chickpeas carrots bell peppers,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, carrots, bell peppers"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN217,looking for a simple 30 min dish with chickpeas and bell pepper,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, carrots, bell peppers"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN218,can u give me an easy nut free recipe using carrots and chickpeas?,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, carrots, bell peppers"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN219,easy nut free chickpea recipe quick,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, carrots, bell peppers"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN220,wats a quick meal I can make with chick peas and peppers 😋,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, carrots, bell peppers"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN221,can u suggest a complex middle eastern halal recipe? im thinking it should take about 45 min,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN222,What are some advanced middle eastern dishes i can make that are halal and take around 30 to 60 minutes?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN223,im looking for an intricate halal recipe from middle eastern cuisine that i can tackle in about an hour!,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN224,need some high-effort HALAL middle eastern recipes plz! I have an hour to spare for cooking,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN225,"halal dishes that are complex and take like 30-60 mins to prepare? preferably middle eastern cuisine, thx!","{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN226,can u give me a quick low FODMAP recipe with shrimp rice n zucchini,"{""DietaryNeedsOrRestrictions"":""FODMAP"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, rice, shrimp"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN227,Need a fast recipe for shrimp and zuchinni under 30 mins,"{""DietaryNeedsOrRestrictions"":""FODMAP"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, rice, shrimp"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN228,easy shrimp rice meal with zucchini plz,"{""DietaryNeedsOrRestrictions"":""FODMAP"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, rice, shrimp"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN229,looking for quick FODMAP recipe using shrimp rice zucchini,"{""DietaryNeedsOrRestrictions"":""FODMAP"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, rice, shrimp"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN230,quick Fodmap dinner idea?? shrimp rice & zucchini,"{""DietaryNeedsOrRestrictions"":""FODMAP"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, rice, shrimp"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN231,"hey there! i'm looking for a diabetic-friendly recipe that focuses on lentils, spinach, and tomatoes. it shouldn't be sweet since I want to avoid that. also, I’m up for some intermediate cooking techniques and i don’t have a specific time limit. any ideas?","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN232,"can u give me an idea for diabeatic-friendly meal that uses lentils, spinach, tomatoes? i want to avoid anything sweet... looking for something with moderate effort. no time issues here!","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN233,"need a diabetic-friendly recipe that includes spinach, tomatoes & lentils plz! 🥬🍅 also wanna make sure it’s not sweet & i’m okay doing some intermediate cooking! really flexible on time! thanks!","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN234,"wat's a diabetic friendly recipe that uses lentils, spinach and tomatoes??? must not be sweet and i’m ready to put in a bit of effort! no rush just want it to be good!","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN235,"please help me find a diabetic-friendly dish with lentils, spinach, and tomatoes that's not sweet. i have time to spare and i'm willing to put in some moderate effort in the kitchen!","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN236,can you suggest a quick dairy free recipe using coconut milk and curry powder?,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: coconut milk, curry powder, vegetables"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN237,need an easy meal idea with veggies and coconut milk in under 30 mins plz!,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: coconut milk, curry powder, vegetables"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN238,"i m looking for a simple way to cook with coconut milk and curry powder, any ideas?","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: coconut milk, curry powder, vegetables"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN239,what's a quick recipe with coconut milk and curry powder that's also dairy-free?,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: coconut milk, curry powder, vegetables"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN240,need a fast dinner option that uses curry powder and coconut milk 🙏,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: coconut milk, curry powder, vegetables"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN241,Can you give me a detailed vegetarian Italian recipe that takes between 30 and 60 minutes to make? I'm looking for something with moderate effort.,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN242,I need an intermediate level vegetarian dish with Italian flavors that I can whip up in about 45 mins! Can you help?,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN243,looking for a vegetarian italian recipe that takes 30-60 minutes to prepare... something not too difficult,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN244,"what’s a good vegetarian Italian recipe i can make in an hour? i want a moderate amount of effort but delicious, plz","{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN245,need a yummy vegetarian pasta dish 30-60 mins with moderate effort 🍝 help me out!,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN246,looking for a complex keto mexican recipe 🔥 that i can whip up with just what's in my pantry,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN247,need some high-effort keto ideas for authentic mexican cuisine. i have time to spare and want to impress!,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN248,"i'm trying to make an advanced keto dish, can you give me a detailed mexican recipe using general pantry items?","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN249,"need a recipe for a super involved mexican keto meal that uses regular pantry stuff, got all day to cook!","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN250,what's a challenging keto-friendly mexican recipe that i can make using ingredients i already have? time isn't an issue!,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
